"Review_Date","Average_Score","Hotel_Name","Reviewer_Nationality","Negative_Review","Review_Total_Negative_Word_Counts","Total_Number_of_Reviews","Positive_Review","Review_Total_Positive_Word_Counts","Total_Number_of_Reviews_Reviewer_Has_Given","Reviewer_Score"
"2/5/2016",7.9,"Sall s Hotel Pere IV","Netherlands","beds are too small",5,3130,"location",2,4,7.1
"2/13/2017",8,"The Gates Diagonal Barcelona","United Kingdom","No Negative",0,1725,"Rooms were exceptionally clean and the views from the roof top are amazing Only 10 minutes away from the centre on the metro which is 2 a trip Would defiantly recommend for people who want a nice hotel just outside the centre",44,1,9.6
"12/25/2016",8.6,"Urban Lodge Hotel","United Arab Emirates","Nothing",3,5018,"The bathroom was just amazing big and spacious with a shower room Everything around us was cozy and clean",20,9,9.2
"9/21/2016",8.7,"Grange Tower Bridge Hotel","Ireland","No Negative",0,1668,"Beautiful pool",3,4,10
"3/27/2016",8.6,"Dorsett Shepherds Bush","United Kingdom","Valet parking a bit expensive considering the main parking is in the nearby mall",16,2890,"Comfy bed pillows",4,26,9.2
"12/22/2015",8.6,"Hotel Mademoiselle","United Kingdom","No Negative",0,853,"The rooms are good excellent service",7,1,10
"8/14/2015",8.8,"Hotel De Hallen","Canada","The room doors are very noisy when they close Guests coming in late kept us awake with their very loud doors opening and closing",26,1420,"The location was in a great area The de Hallen is a new centre and we really enjoyed it We were able to walk everywhere that we needed to All of the staff was wonderful",37,21,9.6
"2/28/2017",8.7,"LaGare Hotel Milano Centrale MGallery by Sofitel","Serbia","Not so friendly staff expensive parking windows dont open",10,2678,"Breakfast",2,20,5.8
"3/8/2017",8.3,"Park Plaza London Riverbank","Ireland","Noisy Extract fan outside window drove us mad",10,4684,"When we mentioned the noisy extract fan we were moved to a better room for our 2nd night Staff were very accommodating Lovely breakfast",26,2,10
"9/12/2015",8,"The Principal London","Canada","No Negative",0,3150,"Hotel Russell is a lovely old hotel with a wonderful location minutes to the British Museum and with the tube right around the corner The standard double was fine clean comfortable and roomy enough for our week in London My wife especially appreciated the deep tub in the large bathroom",52,1,9.2
"12/20/2015",7.8,"London Hilton on Park Lane","Saudi Arabia","Bad smell in the pathroom",6,943,"Location",2,5,8.8
"1/15/2017",8.1,"Park Grand Paddington Court","United Kingdom","Breakfast room was in the basement of the hotel and was little warm",15,6608,"The bed was comfortable and the breakfast was good value on the c 11 deal The room had a little kitchen area with a microwave kettle and fridge which is good if your in london for longer than usual stay Smart phone provided In the room for your use while out and about this would be really good if your an oversees customer",65,3,8.3
"4/10/2017",8.7,"DoubleTree by Hilton Hotel London Tower of London","United Kingdom","Room was hot and air con very noisy",10,7491,"No Positive",0,1,7.5
"9/9/2015",7.8,"Millennium Gloucester Hotel London","United Kingdom","Some rooms are a little dated",8,5726,"The Hotel is very close to the tube station and has lots of Cafe s and restaurants near by",21,3,8.3
"12/5/2016",8.2,"Holiday Inn London Regent s Park","Greece","The bathroom was small the room was a little colder than we would wish and the room service was a bit slow",24,2266,"The room was quiet the bed was comfortable the staff was polite and the hotel s location is excellent",21,11,8.3
"12/18/2016",9.6,"Hotel Casa Camper","United States of America","Liked it all",4,732,"Concierge Wim was wonderful Restaurant suggestions booked tickets to the Sacrada Familia",14,1,10
"10/18/2016",8.9,"London Marriott Hotel West India Quay","United Kingdom","Nothing",2,2836,"Lovely staff",3,2,10
"3/5/2017",8,"Holiday Inn London Mayfair","Portugal","Very small and old bathroom",6,1894,"Fantastic location very nice size bedroom and beds",9,1,7.9
"8/11/2016",9,"Radisson Blu Edwardian New Providence Wharf","Gibraltar","No Negative",0,1974,"Very good facilities and location staff were efficient and helpful",12,2,9.2
"4/18/2016",8.9,"The Montcalm Marble Arch","United States of America","Firstly I would like to say that my husband and I are very relaxed and grateful people and i think this may have been the first time i have left a negative review We are very blessed to travel often with work and I always review the hotels we stay in On our arrival we were shown around our room by a lovely lady but at the end of our little tour she asked us to put a positive review on trip advisor as the hotel isn t doing that well at the moment When you spend quite a bit of money on a hotel thats the last thing you want to hear It all seemed fine to me until I checked the mini bar where a number of items were half eaten drunk and the wine glasses smelt of fresh wine which made us think they had just had a rinse in the sink I was not impressed thats what I expect when I go camping with teenagers not in a 5 star hotel The staff were very embarrassed and four door bell calls later the issue was sorted out by a very flustered lady I also went out for most of the day and pressed the button for the room to be made up and hopefully the mini bar to be restocked but when I can home in the evening this had not happened It made me feel like this hotel did not put much value on the basic expectations and I definatly didn t feel like this was a special trip as I had planned it to be Also they lost out on us helping ourselves to some yummy mini bar options",287,2752,"The location is lovely and we had a great night sleep The spa is ok but totally over priced",21,16,5.8
"8/30/2016",8.2,"Apollo Hotel Amsterdam","Australia","Staff in the restaurant could be quite brusque",9,2968,"Bed was incredibly comfortable view of the canal superb",10,6,8.8
"4/18/2017",8.9,"Room Mate Carla","United States of America","Rooms were small",4,1257,"All of it",4,1,10
"12/19/2016",8.8,"Megaro Hotel","United Kingdom","Floor was tiled at the entrance and was a little bit slippery due to the bad weather but the signs were adequate and staff were mopping and cleaning to reduce mud leaves My only minor quibble really Couldnt work the heating in the room but that was more user error than a fault of the hotel",58,1803,"Fantastic location room surpassed expectations SKY TV sofa and coffee table fully stocked mini bar and a coffee machine Beds were lovely and comfortable extra pillows and fluffy large towels on a heated towel rack Front desk staff were welcoming and helpful Was perfect for our over night stay So easy to get to and from our different activities in London",63,4,10
"2/27/2016",8,"Grange Strathmore Hotel","Hong Kong","Tiny Room Concierge could be more friendly and helpful",11,984,"Very close to Gloucester Road Underground coffee shops restaurants Harrods and Museums Easy to get to and from airport Reception staff was helpful The room was clean and room service prompt Happy we could to open the window in the room and get fresh air",47,2,7.5
"9/8/2016",8.4,"Grange Holborn Hotel","United States of America","I emailed and called for an early check in I was assured it would not be a problem over the phone When I arrived in had to deal with rude front staff blank stares and we don t have a room until 3pm if you couldn t accommodate me why didn t you just say it instead of leaving me in the lurch There was nothing about this hotel to like after that",75,845,"Nothing Maybe the location and the pool",8,2,4.6
"11/8/2016",8.7,"Novotel London Blackfriars","United Kingdom","Pool a bit to cold could have been a bit warmer",12,1362,"Very clean helpful staff comfy bed and room temperature comfortable",11,2,10
"12/20/2015",8.4,"The Grosvenor","United Kingdom","No Negative",0,3274,"Good room and great bar",6,1,10
"7/28/2017",9.2,"Banks Mansion All Inclusive Hotel","United States of America","Better overhead lighting in the room",8,803,"The staff was the best we have ever experienced Friendly helpful courteous",14,1,10
"8/15/2016",8.1,"Radisson Blu Edwardian Berkshire","United Kingdom","The double bed was very uncomfortable Hotel should split twin and double rooms on the booking com website so you know what you re getting instead of depending on availability",32,1600,"Great location Room was clean and tidy",9,1,7.1
"7/8/2017",8.4,"Corendon Vitality Hotel Amsterdam","United Kingdom","Maybe the price was a little bit high",10,4410,"The breakfast was very good l really enjoyed it and my stay",13,1,7.9
"2/8/2016",9,"La Clef Tour Eiffel","United States of America","No Negative",0,1258,"location service room size",5,8,9.2
"7/10/2017",7.7,"The Park Grand London Paddington","United Kingdom","Run down needs new furniture and painting Not clean enough and when cleaner comes with just polish and a rag then you know it s not being cleaned good enough",32,4380,"Good Aircon Comfy bed Brilliant shower",7,1,5
"9/26/2015",8.4,"Park Plaza County Hall London","United Kingdom","internal room looking out over courtyard couldn t leave curtains open as can be seen from the walkways",20,6117,"location",2,2,7.5
"8/23/2016",7.8,"Best Western Aulivia Op ra","Netherlands","No fridge in room",5,570,"No Positive",0,1,6.3
"10/18/2016",8.7,"DoubleTree by Hilton Hotel London Tower of London","United Kingdom","No Negative",0,7491,"Cookie on arrival is a nice touch delicious Excellent greeting on checkout served with a smile",17,1,9.6
"5/22/2017",8.7,"St James Court A Taj Hotel London","Guatemala","Everything was ok",4,5394,"Location",2,1,9.6
"8/4/2016",8.5,"Blakemore Hyde Park","United Kingdom","Nothong",2,6596,"Easy access for hyde park an very comfortable rooms",10,1,9.6
"10/25/2015",8,"Royal Saint Michel","United States of America","No bathroom space small room but to be expected in Paris conflict on bill Insisted on charging tax even though Booking Com receipt stated included",27,1193,"Great location close to food transportation and sited",10,7,6.3
"3/8/2016",8.3,"Holiday Inn London Wembley","United Kingdom","No Negative",0,3469,"The hotel was nice and quiet We walked to Ealing Road there is an AMAZING Hindu temple well worth the 25 minute walk and loads of cheap indian food choices",32,5,7.9
"8/4/2015",8.7,"Park Plaza Westminster Bridge London","United Kingdom","wifi not work in room phone not work in room room stuff air con very very loud not able a sleep and had sore head not a nice stay at all no natural lighting",35,12158,"No Positive",0,5,5.8
"5/22/2016",8.1,"Durrants Hotel","United Kingdom","The barman could smile from time to time",10,1411,"No Positive",0,9,7.1
"8/29/2016",8.3,"Park Plaza London Riverbank","Australia","Beds are not great We requested a room change because the bed was bad To their credit the hotel assisted us without hesitation The second room bed was an improvement",32,4684,"No Positive",0,2,8.3
